code,name,lecturer,description,ects
NU1D04,HOLISTIC UNDERSTANDING OF CARE,NU1D04,NU1D04,0
MUS199,HOLLYWOOD FILM MUSICAL,MUS199,MUS199,0
NM4003,HOLOCAUST REPRESENTATION IN FILM AND LITERATURE,NM4003,NM4003,0
NM4012,HOLOCAUST REPRESENTATION IN FILM AND LITERATURE VS,NM4012,NM4012,0
EN4415,HOME AND AWAY IN CHILDRENS LITERATURE,EN4415,EN4415,0
CL2317,HOMER,CL2317,CL2317,0
CL2333,HOMER AMHCBC,CL2333,CL2333,0
OR1F54,"HOSPITAL VISIT FOR ORIENTATION, OCCUPATIONAL HEALTH SCREENING, VACCINATIONS  U",OR1F54,OR1F54,0
SS2770,HOUSING POLICY,SS2770,SS2770,0
BU7469,HRM DISSERTATION,BU7469,BU7469,0
BU7456,HRM IN PRACTICE COMPANY TRIPS,BU7456,BU7456,0
CEHS13,HSIC PROJECTS,CEHS13,CEHS13,0
DE1002,HUMAN BIOLOGY,DE1002,DE1002,0
DE2002,HUMAN BIOLOGY II,DE2002,DE2002,0
CS7006,HUMAN COMPUTER INTERACTION,CS7006,CS7006,0
MD1007,"HUMAN DEVELOPMENT, BEHAVIOURAL SCIENCES AND ETHICS",MD1007,MD1007,0
MDU11002,"Human Development, Behavioural Sciences and Ethics",MDU11002,MDU11002,0
PG1007,HUMAN DEVELOPMENTAL BIOLOGY,PG1007,PG1007,0
PGU11003,HUMAN DEVELOPMENTAL BIOLOGY,PGU11003,PGU11003,0
CS4051,HUMAN FACTORS,CS4051,CS4051,0
PS3456,HUMAN FACTORS AND ORGANISATIONAL FACTORS,PS3456,PS3456,0
PS3A56,HUMAN FACTORS AND ORGANISATIONAL FACTORS,PS3A56,PS3A56,0
NU3E02,HUMAN FACTORS IN HEALTHCARE,NU3E02,NU3E02,0
NUU33006,HUMAN FACTORS IN HEALTHCARE,NUU33006,NUU33006,0
MD1009,HUMAN FORM AND FUNCTION,MD1009,MD1009,0
MDU11004,HUMAN FORM AND FUNCTION,MDU11004,MDU11004,0
CM7132,HUMAN GENETICS,CM7132,CM7132,0
GE4210,HUMAN GENETICS CORE CURRICULUM I,GE4210,GE4210,0
GEU44202,HUMAN GENETICS CORE CURRICULUM I,GEU44202,GEU44202,0
GE4220,HUMAN GENETICS CORE CURRICULUM II,GE4220,GE4220,0
GEU44203,HUMAN GENETICS CORE CURRICULUM II,GEU44203,GEU44203,0
GE4011,HUMAN GENETICS LITERATURE REVIEW,GE4011,GE4011,0
GE4215,HUMAN GENETICS PAPER 5,GE4215,GE4215,0
GE4216,HUMAN GENETICS PAPER 6,GE4216,GE4216,0
GE4012,HUMAN GENETICS RESEARCH PROJECT,GE4012,GE4012,0
GEU44201,HUMAN GENETICS RESEARCH PROJECT AND REVIEW,GEU44201,GEU44201,0
HG2001,HUMAN GENTICS SF TUTORIALS,HG2001,HG2001,0
GG2025,HUMAN GEOGRAPHY  CHANGING WORLDS,GG2025,GG2025,0
GGU22925,HUMAN GEOGRAPHY  CHANGING WORLDS,GGU22925,GGU22925,0
GGU11006,Human Geography Exploring the Interconnected World,GGU11006,GGU11006,0
GGU11926,Human Geography Society  Space,GGU11926,GGU11926,0
GG1026,HUMAN GEOGRAPHY SOCIETY AND SPACE,GG1026,GG1026,0
PG1004,HUMAN HEALTH  DISEASE,PG1004,PG1004,0
PGU11001,HUMAN HEALTH  DISEASE,PGU11001,PGU11001,0
PG2004,HUMAN HEALTH  DISEASE TUTORIALS,PG2004,PG2004,0
PGU22003,HUMAN HEALTH  DISEASE TUTORIALS,PGU22003,PGU22003,0
HHD002,HUMAN HEALTH AND DISEASE YEAR 2,HHD002,HHD002,0
HHD003,HUMAN HEALTH AND DISEASE YEAR 3,HHD003,HHD003,0
HHD004,HUMAN HEALTH AND DISEASE YEAR 4,HHD004,HHD004,0
BD7056,HUMAN IMPACTS WITH BIODIVERSITY,BD7056,BD7056,0
GG3477,HUMAN ORIGINS,GG3477,GG3477,0
PS3473,HUMAN REASONING,PS3473,PS3473,0
PS3A73,HUMAN REASONING VS,PS3A73,PS3A73,0
BU3571,HUMAN RESOURCE MANAGEMENT,BU3571,BU3571,0
BU7571,HUMAN RESOURCE MANAGEMENT,BU7571,BU7571,0
BU357B,HUMAN RESOURCE MANAGEMENT,BU357B,BU357B,0
BU7011,HUMAN RESOURCE MANAGEMENT,BU7011,BU7011,0
BU7451,HUMAN RESOURCE MANAGEMENT,BU7451,BU7451,0
CO7054,HUMAN RESOURCES FOR HEALTH,CO7054,CO7054,0
ET5103,HUMAN RIGHTS,ET5103,ET5103,0
SS768A,HUMAN RIGHTS,SS768A,SS768A,0
SS768B,HUMAN RIGHTS,SS768B,SS768B,0
BCNM01,HUMAN RIGHTS IN THE MIDDLE EAST,BCNM01,BCNM01,0
NM2313,HUMAN RIGHTS IN THE MIDDLE EAST,NM2313,NM2313,0
NM2319,HUMAN RIGHTS IN THE MIDDLE EAST,NM2319,NM2319,0
EM7438,HUMAN RIGHTS IN THEORY AND PRACTICE,EM7438,EM7438,0
SS3352,HUMAN SERVICE ORGANISATIONS,SS3352,SS3352,0
PG1006,HUMAN TISSUE TYPES,PG1006,PG1006,0
PGU11002,HUMAN TISSUE TYPES,PGU11002,PGU11002,0
CS7017,HUMANCOMPUTER INTERACTION IN HEALTHCARE,CS7017,CS7017,0
HH2311,HUMANS AND NATURE IN HISTORY,HH2311,HH2311,0
BCHIS5,HUMANS AND NATURE IN HISTORY,BCHIS5,BCHIS5,0
GL3423,HYDROLOGY AND WATER QUALITY,GL3423,GL3423,0
GLU34923,HYDROLOGY AND WATER QUALITY,GLU34923,GLU34923,0
ET7912,ICTS FOR TEACHING AND LEARNING,ET7912,ET7912,0
ET4103,ICTS FOR TEACHING AND LEARNING,ET4103,ET4103,0
ET7093,ICTs IN EDUCATION,ET7093,ET7093,0
OR1436,ID CARD COLLECTION  EXAM HALL,OR1436,OR1436,0
OR1419,ID CARD COLLECTION  EXAM HALL,OR1419,OR1419,0
OR1469,ID CARD COLLECTION  EXAM HALL,OR1469,OR1469,0
OR1407,ID CARD COLLECTIONEXAM HALL,OR1407,OR1407,0
BCSCI,IDEA TRANSLATION LAB,BCSCI,BCSCI,0
PI4146,IDEALISM,PI4146,PI4146,0
PI4046,IDEALISM,PI4046,PI4046,0
FR2018,IDEAS INTO POLITICS,FR2018,FR2018,0
FR2014,IDEAS INTO POLITICS HT GROUPS AND LECTURE,FR2014,FR2014,0
XSCH3137,IE GENERAL PAPER IMAGINING IRELAND,XSCH3137,XSCH3137,0
RT6013,IMAGING FOR ADVANCED RADIOTHERAPY PRACTICE,RT6013,RT6013,0
CM8702,IMAGING PHYSICS  TECHNOLOGY 1,CM8702,CM8702,0
RT6002,"IMAGING PHYSICAL PROPERTIES, CLINICAL APPLICATION AND RADIOLOGICAL ANATOMY",RT6002,RT6002,0
HI2300,IMAGINING HISTORY,HI2300,HI2300,0
HI2609,IMAGINING HISTORY VS,HI2609,HI2609,0
IE1001,IMAGINING IRELAND,IE1001,IE1001,0
IE2001,IMAGINING IRELAND II,IE2001,IE2001,0
IE3001,IMAGINING IRELAND III,IE3001,IE3001,0
IE4001,IMAGINING IRELAND IV,IE4001,IE4001,0
BI4235,IMMUNE SIGNALLING,BI4235,BI4235,0
BI4245,IMMUNITY TO PATHOGENS AND VACCINATION,BI4245,BI4245,0
IM7105,IMMUNOGENETICS,IM7105,IM7105,0
BI4255,"IMMUNOGENETICS, IMMUNOMODUATION AND IMMUNOTHERAPY",BI4255,BI4255,0
BIU44230,IMMUNOLOGICAL DISEASES AND IMMUNOTHERAPY,BIU44230,BIU44230,0
IM7102,IMMUNOLOGICAL TECHNOLOGIES,IM7102,IM7102,0
BI4175,IMMUNOLOGY,BI4175,BI4175,0
BIU44120,IMMUNOLOGY  MICROBIOLOGY,BIU44120,BIU44120,0
BI4295,IMMUNOLOGY RESEARCH PROJECT,BI4295,BI4295,0
BIU44290,IMMUNOLOGY RESEARCH PROJECT,BIU44290,BIU44290,0
IM7111,IMMUNOTHERAPEUTICS AND PRODUCT DEVELOPMENT,IM7111,IM7111,0
DP8022,IMPACT MEASUREMENT,DP8022,DP8022,0
DP8008,IMPACT MEASUREMENT IN DEVELOPMENT AID,DP8008,DP8008,0
DE7036,"IMPAIRMENT, DISABILITY  ORAL HEALTH",DE7036,DE7036,0
HI2133,IMPERIALISM TO GLOBALISM EUROPE AND THE WORLD 18601970,HI2133,HI2133,0
EE7B10,IMPLANTED DEVICES AND SYSTEMS,EE7B10,EE7B10,0
CM8741,IMPLEMENTATION OF HEALTHCARE SYSTEMS,CM8741,CM8741,0
PS9100,IMPLEMENTATION RESEARCH WITH VULNERABLE GROUPS,PS9100,PS9100,0
PCP17013,IMPLEMENTATION STRATEGIES,PCP17013,PCP17013,0
ET7133,IMPLEMENTING A PEER MEDIATION PROGRAMME,ET7133,ET7133,0
ET7135,IMPLEMENTING A PEER MEDIATION PROGRAMME,ET7135,ET7135,0
ET7080,INCLUDING CHILDREN WITH DISABILITESSEN IN THE MAINSTREAM CLASSROOM,ET7080,ET7080,0
ET4102,INCLUSIVE EDUCATION,ET4102,ET4102,0
ET7923,INCLUSIVE EDUCATION,ET7923,ET7923,0
ET7807,INCLUSIVE EDUCATION,ET7807,ET7807,0
GL4401,INDEPENDENT PROJECT,GL4401,GL4401,0
GLU44901,INDEPENDENT PROJECT,GLU44901,GLU44901,0
GR2356,INDIEN IN DER DEUTSCHEN LITERATUR,GR2356,GR2356,0
PR7206,INDIVIDUAL AND GROUP CBT  MULTIDISCIPLINARY TEAMS AND USE OF SELF HELP,PR7206,PR7206,0
CS7050,INDIVIDUAL PROGRAMMING PROJECT,CS7050,CS7050,0
CEDAB3,INDIVIDUAL PROJECT,CEDAB3,CEDAB3,0
CESE03,INDIVIDUAL PROJECT,CESE03,CESE03,0
BD7001,INDUCTION WEEK,BD7001,BD7001,0
EC3170,INDUSTRIAL ECONOMICS A,EC3170,EC3170,0
EC3171,INDUSTRIAL ECONOMICS B,EC3171,EC3171,0
EC3071,"INDUSTRIAL ECONOMICS COMPETITION, STRATEGY  POLICY",EC3071,EC3071,0
EC307B,"INDUSTRIAL ECONOMICS COMPETITION, STRATEGY  POLICY",EC307B,EC307B,0
EC307C,"INDUSTRIAL ECONOMICS COMPETITION, STRATEGY  POLICY",EC307C,EC307C,0
CS7091,INDUSTRIAL or RESEARCH LAB INTERNSHIP,CS7091,CS7091,0
PR7005,INFANT OBSERVATION,PR7005,PR7005,0
PR8012,INFANT OBSERVATION II,PR8012,PR8012,0
PR8010,"INFANT, CHILD, ADOLESCENT  ADULT DEVELOPMENT",PR8010,PR8010,0
MD2011,INFECTION  IMMUNITY,MD2011,MD2011,0
MDU22006,Infection  Immunity,MDU22006,MDU22006,0
BY2209,INFECTION AND IMMUNITY,BY2209,BY2209,0
BIU44220,INFECTION AND IMMUNITY,BIU44220,BIU44220,0
BYU22009,INFECTION AND IMMUNITY,BYU22009,BYU22009,0
CM7135,"INFECTIOUS AGENTS, BIOLOGICAL AND CLINICAL IMPLICATIONS",CM7135,CM7135,0
IT2097,INFERNO  AND RENAISSANCE,IT2097,IT2097,0
EN4416,INFIDEL ANGEL THE WRITINGS OF PERCY BYSSHE SHELLEY,EN4416,EN4416,0
OR1B54,INFO SESSIONS WITH JF COURSE COORDINATORS,OR1B54,OR1B54,0
CL3081,INFORMAL LATIN,CL3081,CL3081,0
CL4081,INFORMAL LATIN,CL4081,CL4081,0
CS2101,INFORMATION AND COMMUNICATIONS TECHNOLOGY,CS2101,CS2101,0
CS2104,INFORMATION AND DATABASE MANAGEMENT,CS2104,CS2104,0
CO7106,INFORMATION AND OPERATIONAL MANAGEMENT,CO7106,CO7106,0
CS7046,INFORMATION ARCHITECTURE,CS7046,CS7046,0
PC7101,INFORMATION FOR IMPLEMENTATION USING DATA TO DRIVE THE IMPLEMENTATION AGENDA,PC7101,PC7101,0
ET7814,INFORMATION LITERACY THROUGH CONTEXTUALISED INQUIRY,ET7814,ET7814,0
CS2041,INFORMATION MANAGEMENT I,CS2041,CS2041,0
CS3041,INFORMATION MANAGEMENT II,CS3041,CS3041,0
CS7IS3,INFORMATION RETRIEVAL AND WEB SEARCH,CS7IS3,CS7IS3,0
CS4101,INFORMATION SECURITY,CS4101,CS4101,0
CS1101,INFORMATION SYSTEMS,CS1101,CS1101,0
BU1550,INFORMATION SYSTEMS  DATA MANAGEMENT  BBS ONLY  NEW,BU1550,BU1550,0
CS1104,INFORMATION SYSTEMS DEVELOPMENT I,CS1104,CS1104,0
CS3102,INFORMATION SYSTEMS DEVELOPMENT II,CS3102,CS3102,0
CS4106,INFORMATION SYSTEMS DEVELOPMENT III,CS4106,CS4106,0
CS2105,INFORMATION SYSTEMS DEVELOPMENT PROJECT,CS2105,CS2105,0
CS4103,INFORMATION SYSTEMS MANAGEMENT,CS4103,CS4103,0
CS1106,INFORMATION SYSTEMS PRACTICE I,CS1106,CS1106,0
CS3106,INFORMATION SYSTEMS PRACTICE II,CS3106,CS3106,0
CS3104,INFORMATION SYSTEMS STRATEGY,CS3104,CS3104,0
AP1009,INFORMATION TECHNOLOGY,AP1009,AP1009,0
BI4375,INNATE AND ADAPTIVE IMMUNITY,BI4375,BI4375,0
CS4102,INNOVATION,CS4102,CS4102,0
CS7CS2,INNOVATION,CS7CS2,CS7CS2,0
BU7266,INNOVATION AND DIGITAL TECHNOLOGY,BU7266,BU7266,0
CS7072,INNOVATION AND ENTREPRENEURSHIP,CS7072,CS7072,0
BU3601,"INNOVATION, ENTREPRENEURSHIP AND BUSINESS MODELLING",BU3601,BU3601,0
BU360C,"INNOVATION, ENTREPRENEURSHIP AND NEW VENTURE DEVELOPMENT",BU360C,BU360C,0
LA3486,INSOLVENCY LAW,LA3486,LA3486,0
HE3203,INSTITUTIONS OF EDUCATION AND SCIENCE IN ISLAM,HE3203,HE3203,0
BCRE27,INSTITUTIONS OF EDUCATION AND SCIENCE IN ISLAM,BCRE27,BCRE27,0
HE3203C,INSTITUTIONS OF EDUCATION AND SCIENCE IN ISLAM,HE3203C,HE3203C,0
ET1009,INSTRUMENTAL PERFORMANCE,ET1009,ET1009,0
ET2013,INSTRUMENTAL PERFORMANCE,ET2013,ET2013,0
ET3016,INSTRUMENTAL PERFORMANCE,ET3016,ET3016,0
MUS204,INSTRUMENTATION,MUS204,MUS204,0
MU3034,INSTRUMENTATION B,MU3034,MU3034,0
HA4325,INSULAR ART,HA4325,HA4325,0
MD5001,INTEGRATED MEDICAL SCIENCE AND PRACTICE,MD5001,MD5001,0
MDU55001,Integrated Medical Science and Practice,MDU55001,MDU55001,0
MD5002,INTEGRATED SURGICAL SCIENCE AND PRACTICE,MD5002,MD5002,0
MDU55002,Integrated Surgical Science and Practice,MDU55002,MDU55002,0
ET7248,INTEGRATING LANGUAGE,ET7248,ET7248,0
BIU33465,INTEGRATIVE NEUROSIENCE,BIU33465,BIU33465,0
PG4904,INTEGRATIVE PATHOPHYSIOLOGY,PG4904,PG4904,0
PGU44013,INTEGRATIVE PATHOPHYSIOLOGY,PGU44013,PGU44013,0
PG4815,INTEGRATIVE PHYSIOLOGY,PG4815,PG4815,0
PGU44008,INTEGRATIVE PHYSIOLOGY,PGU44008,PGU44008,0
LA3460,INTELLECTUAL PROPERTY,LA3460,LA3460,0
NM2314,"INTELLECTUAL TRENDS IN THE BIBLE AND EARLY JUDAISM PROPHECY, WISDOM AND APOCALYPTIC",NM2314,NM2314,0
EU7002,INTELLECTUALS AND COMMITMENT,EU7002,EU7002,0
DF2030,INTERACTIONAL DISCOURSE ANALYSIS,DF2030,DF2030,0
GR4017,INTERCULTURAL BUSINESS COMMUNICATION,GR4017,GR4017,0
DE7033,INTERDISCIPLINARY CARE,DE7033,DE7033,0
NU7413,INTERFACE BETWEEN MENTAL HEALTH AND CRIMINAL JUSTICE,NU7413,NU7413,0
IT7011,INTERLINGUAL TECHNOLOGIES,IT7011,IT7011,0
NM3002,INTERMEDIATE ARABIC,NM3002,NM3002,0
NM3006,INTERMEDIATE ARABIC FOR VISITING STUDENTS,NM3006,NM3006,0
NM3007,INTERMEDIATE ARABIC FOR VISITING STUDENTS,NM3007,NM3007,0
RUS311,INTERMEDIATE BULGARIAN,RUS311,RUS311,0
BU2010,INTERMEDIATE ECON0MICS FOR BUSINESS,BU2010,BU2010,0
EC2010,INTERMEDIATE ECONOMICS,EC2010,EC2010,0
EC201B,INTERMEDIATE ECONOMICS,EC201B,EC201B,0
EC201C,INTERMEDIATE ECONOMICS,EC201C,EC201C,0
EC2110,INTERMEDIATE ECONOMICS A,EC2110,EC2110,0
EC2111,INTERMEDIATE ECONOMICS B,EC2111,EC2111,0
NM3001,INTERMEDIATE HEBREW,NM3001,NM3001,0
NM3009,INTERMEDIATE HEBREW,NM3009,NM3009,0
RUS321,INTERMEDIATE POLISH,RUS321,RUS321,0
CS2LL3,INTERMEDIATE PROGRAMMING AND NATURAL LANGUAGE,CS2LL3,CS2LL3,0
CS2LL3E,INTERMEDIATE PROGRAMMING AND NATURAL LANGUAGE,CS2LL3E,CS2LL3E,0
ET7810,INTERMEDIATE PROGRAMMING THROUGH GAME DESIGN,ET7810,ET7810,0
ET7812,INTERMEDIATE PROGRAMMINGEXPLORING COMPUTER SYSTEMS,ET7812,ET7812,0
BU4510,INTERNATIONAL BUSINESS,BU4510,BU4510,0
BU7064,INTERNATIONAL BUSINESS,BU7064,BU7064,0
BU7020,INTERNATIONAL BUSINESS,BU7020,BU7020,0
BU4511,INTERNATIONAL BUSINESS AND THE GLOBAL ECONOMY,BU4511,BU4511,0
BU451B,INTERNATIONAL BUSINESS AND THE GLOBAL ECONOMY,BU451B,BU451B,0
BU7602,INTERNATIONAL BUSINESS STRATEGY PRACTICE,BU7602,BU7602,0
BU7563,INTERNATIONAL BUSINESS STRATEGY THEORY,BU7563,BU7563,0
PO8008,INTERNATIONAL CONFLICT,PO8008,PO8008,0
PO8027,INTERNATIONAL DISPUTE SETTLEMENT,PO8027,PO8027,0
EC4100,INTERNATIONAL ECONOMICS,EC4100,EC4100,0
EC410B,INTERNATIONAL ECONOMICS,EC410B,EC410B,0
EC410C,INTERNATIONAL ECONOMICS,EC410C,EC410C,0
BU7407,INTERNATIONAL ENTREPRENEURSHIP,BU7407,BU7407,0
BU7603,INTERNATIONAL ENTREPRENEURSHIP,BU7603,BU7603,0
BU7561,INTERNATIONAL FINANCE,BU7561,BU7561,0
BU7502,INTERNATIONAL FINANCE,BU7502,BU7502,0
BU7067,INTERNATIONAL FINANCE,BU7067,BU7067,0
BU7023,INTERNATIONAL FINANCE,BU7023,BU7023,0
BU7504,INTERNATIONAL FINANCIAL STATEMENT ANALYSIS,BU7504,BU7504,0
BU7504B,INTERNATIONAL FINANCIAL STATEMENT ANALYSIS,BU7504B,BU7504B,0
HI7201,INTERNATIONAL HISTORY RESEARCH SEMINAR,HI7201,HI7201,0
HI7200,INTERNATIONAL HISTORY METHODS AND THEMES,HI7200,HI7200,0
BU7604,INTERNATIONAL HRM,BU7604,BU7604,0
PO8018,INTERNATIONAL HUMAN RIGHTS INSTITUTIONS,PO8018,PO8018,0
LA3428,INTERNATIONAL HUMAN RIGHTS LAW,LA3428,LA3428,0
SO7038,INTERNATIONAL HUMAN RIGHTS LAW,SO7038,SO7038,0
PO8016,INTERNATIONAL HUMAN RIGHTS SCHOLARSHIP,PO8016,PO8016,0
BU7566,INTERNATIONAL MANAGEMENT IN CONTEXT IRW,BU7566,BU7566,0
BU7211,INTERNATIONAL MARKETING STRATEGY,BU7211,BU7211,0
OR1E32,INTERNATIONAL MEDICINE STUDENTS MEETING,OR1E32,OR1E32,0
BU7545,INTERNATIONAL NGOs,BU7545,BU7545,0
PO8007,INTERNATIONAL POLITICS,PO8007,PO8007,0
EM7432,INTERNATIONAL POLITICS,EM7432,EM7432,0
PO2640,INTERNATIONAL RELATIONS,PO2640,PO2640,0
PO264B,INTERNATIONAL RELATIONS,PO264B,PO264B,0
PO264C,INTERNATIONAL RELATIONS,PO264C,PO264C,0
PO2140,INTERNATIONAL RELATIONS A THEORIES OF INTERNATIONAL POLITICS,PO2140,PO2140,0
PO2141,INTERNATIONAL RELATIONSB TOPICS AND TREATIES,PO2141,PO2141,0
BU7601,INTERNATIONAL SALES AND MARKETING,BU7601,BU7601,0
LA3462,INTERNATIONAL TRADE LAW,LA3462,LA3462,0
CS4400,INTERNET APPLICATIONS,CS4400,CS4400,0
CS7NS2,INTERNET OF THINGS,CS7NS2,CS7NS2,0
CS1102,INTERNET SYSTEMS,CS1102,CS1102,0
HI1102,INTERPRETING HISTORY,HI1102,HI1102,0
HI1602,INTERPRETING HISTORY,HI1602,HI1602,0
EN4334,INTERPRETING SHAKESPEARE,EN4334,EN4334,0
NU7419,INTERPROFESSIONAL FAMILY WORK,NU7419,NU7419,0
HSIPL1,"INTERPROFESSIONAL LEARNING, HEALTH SCIENCES",HSIPL1,HSIPL1,0
MUS194,INTERSECTIONALITY AND THE ROLE OF WOMEN IN ELECTRONIC MUSIC,MUS194,MUS194,0
SLU33005,INTERVENTION FOR DISORDERS OF LANGUAGE AND COMMUNICATION,SLU33005,SLU33005,0
SLU33004,"INTERVENTION FOR DISORDERS OF SPEECH, VOICE, FLUENCY AND SWALLOWING",SLU33004,SLU33004,0
SL3003,INTERVENTION LANGUAGE AND COMMUNICATION,SL3003,SL3003,0
SL3002,INTERVENTION SPEECH VOICE FLUENCY,SL3002,SL3002,0
SS7131,Interventions with Children and Families,SS7131,SS7131,0
NM4010,INTOOUT OF EGYPT BIBLICAL NARRATIVES AND POPULAR CULTURE VS,NM4010,NM4010,0
DE7052,INTRAVENOUS CONSCIOUS SEDATION,DE7052,DE7052,0
OR1732,INTRO TO ANATOMY  SURNAMES AL  TBSI FOYER,OR1732,OR1732,0
OR1832,INTRO TO ANATOMY  SURNAMES MZ  TBSI FOYER,OR1832,OR1832,0
PS7500,INTRO TO MASTERS IN MNG RISK AND SYSTEM CHANGE,PS7500,PS7500,0
IR2011,INTRO TO OLD IRISH HT VS,IR2011,IR2011,0
ET7199,INTRO TO POSITIVE BEHAVIOUR MANAGEMENT,ET7199,ET7199,0
BU2530,INTRODUCTION TO ACCOUNTING,BU2530,BU2530,0
BU253B,INTRODUCTION TO ACCOUNTING,BU253B,BU253B,0
MA341F,INTRODUCTION TO ALGEBRAIC GEOMETRY,MA341F,MA341F,0
TH7812B,INTRODUCTION TO ANGLICAN DOMATIC THEOLOGY IN ITS HISTORICAL AND CONTEMPORARY CON,TH7812B,TH7812B,0
TH7812,INTRODUCTION TO ANGLICAN DOMATIC THEOLOGY IN ITS HISTORICAL AND CONTEMPORARY CON,TH7812,TH7812,0
DE1H001,INTRODUCTION TO APPLIED CLINICAL SCIENCE,DE1H001,DE1H001,0
NM2011,INTRODUCTION TO ARABIC,NM2011,NM2011,0
NM2012,INTRODUCTION TO ARABIC,NM2012,NM2012,0
NM2014,INTRODUCTION TO ARABIC,NM2014,NM2014,0
NM2015,INTRODUCTION TO ARABIC FOR VISITING STUDENTS,NM2015,NM2015,0
ET4017,INTRODUCTION TO ASSESSMENT AND EXAMINATIONS IN POSTPRIMARY EDUCATION,ET4017,ET4017,0
ET7920,INTRODUCTION TO ASSESSMENT AND EXAMINATIONS IN POSTPRIMARY EDUCATION,ET7920,ET7920,0
BD7050,INTRODUCTION TO BIODIVERSITY,BD7050,BD7050,0
MA5613,INTRODUCTION TO C PROGRAMMING,MA5613,MA5613,0
PLF606,"INTRODUCTION TO CENTRAL, EAST AND RUSSIAN AREA STUDIES",PLF606,PLF606,0
RUF603,"INTRODUCTION TO CENTRAL, EAST EUROPEAN AND RUSSIAN AREA STUDIES",RUF603,RUF603,0
RUF605,"INTRODUCTION TO CENTRAL, EAST EUROPEAN AND RUSSIAN AREA STUDIES",RUF605,RUF605,0
RUF608,"INTRODUCTION TO CENTRAL, EAST EUROPEAN AND RUSSIAN AREA STUDIES a",RUF608,RUF608,0
RUF609,"INTRODUCTION TO CENTRAL, EAST EUROPEAN AND RUSSIAN AREA STUDIES b",RUF609,RUF609,0
LI1032,INTRODUCTION TO CHILDES,LI1032,LI1032,0
NU1C01,INTRODUCTION TO CHILDRENS NURSING,NU1C01,NU1C01,0
CM3207,INTRODUCTION TO CLINICAL MEDICINE,CM3207,CM3207,0
CMU33001,INTRODUCTION TO CLINICAL MEDICINE,CMU33001,CMU33001,0
DE1H002,INTRODUCTION TO CLINICAL PRACTICE,DE1H002,DE1H002,0
PR7201,INTRODUCTION TO COGNITIVE BEHAVIOURAL MODEL,PR7201,PR7201,0
SOUCD1,INTRODUCTION TO COMPARATIVE SOCIAL CHANGE CONCEPTS AND CASES,SOUCD1,SOUCD1,0
CS1021,INTRODUCTION TO COMPUTING I,CS1021,CS1021,0
CS1022,INTRODUCTION TO COMPUTING II,CS1022,CS1022,0
BD7052,INTRODUCTION TO CONSERVATION BIOLOGY,BD7052,BD7052,0
BCASIA,INTRODUCTION TO CONTEMPORARY ASIAN STUDIES,BCASIA,BCASIA,0
FS2013,INTRODUCTION TO DIGITAL MEDIA,FS2013,FS2013,0
FS2010,INTRODUCTION TO DIGITAL VIDEO PRODUCTION,FS2010,FS2010,0
OT1012,INTRODUCTION TO DISABILITY STUDIES,OT1012,OT1012,0
SS7310,INTRODUCTION TO DISABILITY STUDIES,SS7310,SS7310,0
SS8310,INTRODUCTION TO DISABILITY STUDIES,SS8310,SS8310,0
SS767A,INTRODUCTION TO DISABILITY STUDIES,SS767A,SS767A,0
SS767B,INTRODUCTION TO DISABILITY STUDIES,SS767B,SS767B,0
OR1867,INTRODUCTION TO DISCIPLINE,OR1867,OR1867,0
OR1A54,INTRODUCTION TO DISCIPLINES,OR1A54,OR1A54,0
ET7203,INTRODUCTION TO DRAMA IN EDUCATION,ET7203,ET7203,0
IR1004,INTRODUCTION TO EARLY IRISH SAGAS,IR1004,IR1004,0
EC1040,INTRODUCTION TO ECONOMIC POLICY,EC1040,EC1040,0
EC104B,INTRODUCTION TO ECONOMIC POLICY,EC104B,EC104B,0
EC104C,INTRODUCTION TO ECONOMIC POLICY,EC104C,EC104C,0
EC1140,INTRODUCTION TO ECONOMIC POLICY A,EC1140,EC1140,0
EC1141,INTRODUCTION TO ECONOMIC POLICY B,EC1141,EC1141,0
EC1010,INTRODUCTION TO ECONOMICS,EC1010,EC1010,0
EC1110,INTRODUCTION TO ECONOMICS A,EC1110,EC1110,0
EC1111,INTRODUCTION TO ECONOMICS B,EC1111,EC1111,0
MUS184,INTRODUCTION TO ELECTROACOUSTIC COMPOSITION,MUS184,MUS184,0
CH7001,INTRODUCTION TO ENERGY SCIENCE,CH7001,CH7001,0
ES3055,INTRODUCTION TO ENVIRONMENTAL SCIENCE,ES3055,ES3055,0
CO7048,INTRODUCTION TO EPIDEMIOLOGY,CO7048,CO7048,0
ES7051,INTRODUCTION TO ES,ES7051,ES7051,0
HA1010,INTRODUCTION TO EUROPEAN ART AND ARCHITECTURE I,HA1010,HA1010,0
HA1011,INTRODUCTION TO EUROPEAN ART AND ARCHITECTURE II,HA1011,HA1011,0
FS1010,INTRODUCTION TO EUROPEAN CINEMA,FS1010,FS1010,0
HA1050,INTRODUCTION TO EUROPEAN PAINTING,HA1050,HA1050,0
SS2139,INTRODUCTION TO FAMILY LAW,SS2139,SS2139,0
FS1005,INTRODUCTION TO FILM THEORY 1,FS1005,FS1005,0
FS1008,INTRODUCTION TO FILM THEORY 2,FS1008,FS1008,0
BU2550,INTRODUCTION TO FINANCE,BU2550,BU2550,0
BU3620,INTRODUCTION TO FIXED INCOME SECURITIES AND ALTERNATIVE INVESTMENTS,BU3620,BU3620,0
