code,name,lecturer,description,ects
CH7503,ENDOCRINOLOGY  METABOLISM,CH7503,CH7503,0
BU7535,ENERGY FINANCE AND TRADING,BU7535,BU7535,0
CESE01,ENERGY MANAGEMENT AND EFFICIENCY,CESE01,CESE01,0
EM7467,ENGAGING RELIGIOUS FUNDAMENTALISM,EM7467,EM7467,0
EM3303,ENGAGING RELIGIOUS FUNDAMENTALISM,EM3303,EM3303,0
EM2303,ENGAGING RELIGIOUS FUNDAMENTALISM,EM2303,EM2303,0
MA2E01,ENGINEERING MATHEMATICS III,MA2E01,MA2E01,0
MA2E02,ENGINEERING MATHEMATICS IV,MA2E02,MA2E02,0
AP1025,ENGLISH,AP1025,AP1025,0
LI7899,ENGLISH FOR POSTGRADUATE ACADEMIC PURPOSES,LI7899,LI7899,0
LA3471,ENGLISH LAND LAW,LA3471,LA3471,0
LI7884,ENGLISH LANGUAGE TEACHING PRACTICE 1,LI7884,LI7884,0
LI7885,ENGLISH LANGUAGE TEACHING PRACTICE 2,LI7885,LI7885,0
ET7930,ENGLISH MINOR,ET7930,ET7930,0
ET7902,ENGLISH PEDAGOGY,ET7902,ET7902,0
NU7421,"ENHANCING PRACTICE IN CHILD, ADOLESCENT AND FAMILY MENTAL HEALTH SERVICES",NU7421,NU7421,0
NU7804,ENHANCING THE EXPERIENCE OF LIVING WITH DEMENTIA,NU7804,NU7804,0
NU7814,ENHANCING THE EXPERIENCE OF LIVING WITH DEMENTIA CERT,NU7814,NU7814,0
EN1015,ENLIGHTENMENT,EN1015,EN1015,0
LR2013,ENSEMBLE PRODUCTION,LR2013,LR2013,0
DR2023,ENSEMBLE PRODUCTION 2,DR2023,DR2023,0
MD3011,ENT  OPHTHALMOLOGY,MD3011,MD3011,0
CS2102,ENTERPRISE ARCHITECTURE AND SOLUTION DEFINITION,CS2102,CS2102,0
BU7318,ENTERPRISE RISK MANAGEMENT,BU7318,BU7318,0
BO3122,ENTOMOLOGY,BO3122,BO3122,0
BO312J,ENTOMOLOGY,BO312J,BO312J,0
BOU33122,ENTOMOLOGY,BOU33122,BOU33122,0
CS7100,ENTREPRENEURIAL  MODELLING,CS7100,CS7100,0
BU7031,ENTREPRENEURIAL FINANCE,BU7031,BU7031,0
BU7404,ENTREPRENEURIAL FINANCE,BU7404,BU7404,0
CS7096,ENTREPRENEURIAL PROJECTDISSERTATION,CS7096,CS7096,0
BU7411,ENTREPRENEURIAL WELLBEING,BU7411,BU7411,0
BU7024,ENTREPRENEURSHIP,BU7024,BU7024,0
BU7053,ENTREPRENEURSHIP,BU7053,BU7053,0
BU7580,ENTREPRENEURSHIP,BU7580,BU7580,0
BCBUS1,ENTREPRENEURSHIP,BCBUS1,BCBUS1,0
BU7401,ENTREPRENEURSHIP,BU7401,BU7401,0
BU7225,ENTREPRENEURSHIP,BU7225,BU7225,0
BU369C,ENTREPRENEURSHIP,BU369C,BU369C,0
CS4081,ENTREPRENEURSHIP  HIGH TECH VENTURE CREATION,CS4081,CS4081,0
ET5202,ENTREPRENEURSHIP AND DISABILITY,ET5202,ET5202,0
BU7420,ENTREPRENEURSHIP DISSERTATION,BU7420,BU7420,0
BU7408,ENTREPRENEURSHIP IN PRACTICE WORKSHOPS,BU7408,BU7408,0
CEDEE1,ENVIRONMENTAL CONCEPTS AND REGULATION,CEDEE1,CEDEE1,0
BO3120,ENVIRONMENTAL DYNAMICS,BO3120,BO3120,0
BO312C,ENVIRONMENTAL DYNAMICS,BO312C,BO312C,0
BOU33120,ENVIRONMENTAL DYNAMICS,BOU33120,BOU33120,0
CEDEE2,ENVIRONMENTAL ENGINEERING AND DESIGN,CEDEE2,CEDEE2,0
GG3030,ENVIRONMENTAL GOVERNANCE 1,GG3030,GG3030,0
GGU33930,ENVIRONMENTAL GOVERNANCE 1,GGU33930,GGU33930,0
GGU44926,ENVIRONMENTAL GOVERNANCE 2,GGU44926,GGU44926,0
GG4026,ENVIRONMENTAL GOVERNANCE II,GG4026,GG4026,0
ES4056,ENVIRONMENTAL GOVERNANCE II,ES4056,ES4056,0
ZO4092,ENVIRONMENTAL IMPACT ASSESSMENT,ZO4092,ZO4092,0
LA3453,ENVIRONMENTAL LAW,LA3453,LA3453,0
ES3040,ENVIRONMENTAL MONITORING,ES3040,ES3040,0
ES7056,ENVIRONMENTAL MONITORING,ES7056,ES7056,0
ESU33040,ENVIRONMENTAL MONITORING,ESU33040,ESU33040,0
ZO4014,ENVIRONMENTAL OCEANOGRAPHY AND MARINE BIOLOGY,ZO4014,ZO4014,0
EN4477,EPIC AND NOMADOLOGY,EN4477,EN4477,0
CM7002,EPIDEMIOLOGY  INFECTION CONTROL,CM7002,CM7002,0
NU7104,EPIDEMIOLOGY AND HEALTHCARE STATISTICS,NU7104,NU7104,0
PI4040,EPISTEMOLOGY,PI4040,PI4040,0
PI4140,EPISTEMOLOGY,PI4140,PI4140,0
LA3481,EQUALITY LAW,LA3481,LA3481,0
MA2V31,EQUATIONS OF MATHEMATICAL PHYSICS 1 MT ONLY,MA2V31,MA2V31,0
MA2331,EQUATIONS OF MATHEMATICAL PHYSICS I,MA2331,MA2331,0
MA2332,EQUATIONS OF MATHEMATICAL PHYSICS II,MA2332,MA2332,0
LA2344,EQUITY,LA2344,LA2344,0
HE1016,ERAS AND CLASSICAL AUTHORS IN THE HISTORY OF CHRISTIAN THINKING,HE1016,HE1016,0
HE101C,ERAS AND CLASSICAL AUTHORS IN THE HISTORY OF CHRISTIAN THINKING,HE101C,HE101C,0
BCRE07,ERAS AND CLASSICAL AUTHORS IN THE HISTORY OF CHRISTIAN THINKING,BCRE07,BCRE07,0
MD3012,ERASMUS MOBILITY REPORT,MD3012,MD3012,0
MDU33005,Erasmus Mobility Report,MDU33005,MDU33005,0
PT4F06,ERGONOMICS,PT4F06,PT4F06,0
PTU44002,ERGONOMICS,PTU44002,PTU44002,0
FR3031,ERRANCES NARRATIVES EIGHTEENTHCENTURY PHILOSOPHICAL FICTION,FR3031,FR3031,0
GR4037,ERZAHLUNGEN VOM UNBEWUSSTEN,GR4037,GR4037,0
GR4028,ERZAHLUNGEN VOM UNBEWUSSTEN IN AUFKLARUNG UND ROMANTIK VS MT ONLY,GR4028,GR4028,0
FR2006,ES IDEAS INTO POLITICS,FR2006,FR2006,0
FR4015,ES MAJOR WRITTEN LANGUAGE GROUPS,FR4015,FR4015,0
FR4041,ES MINOR LANGUAGE GROUP,FR4041,FR4041,0
FR4019,ES ORAL AND ESSAY GROUPS,FR4019,FR4019,0
GE4016,ESSAY PAPER,GE4016,GE4016,0
GEU44005,ESSAY PAPER GENETICS,GEU44005,GEU44005,0
GEU44205,ESSAY PAPER HUMAN GENETICS,GEU44205,GEU44205,0
FR4034,ESSAY WRITING SKILLS,FR4034,FR4034,0
XSCH3160,ET MUSIC EDUCATION,XSCH3160,XSCH3160,0
MW3204,ETHICAL AND LEGAL ISSUES,MW3204,MW3204,0
MWU23006,ETHICAL AND LEGAL ISSUES,MWU23006,MWU23006,0
BU7216,ETHICAL BUSINESS,BU7216,BU7216,0
BU7586,ETHICAL BUSINESS,BU7586,BU7586,0
BU7259,ETHICAL BUSINESS FOR DIGITAL MARKETING,BU7259,BU7259,0
BU7292,ETHICAL BUSINESS FOR DIGITAL MARKETING,BU7292,BU7292,0
BCLY01,"ETHICAL ISSUES TODAY ALIMENTARY THEOLOGY EATING, DRINKING AND ETHICS",BCLY01,BCLY01,0
OT4041,"ETHICAL REASONING, CLINICAL GOVERNANCE AND LEADERSHIP",OT4041,OT4041,0
OTU44007,"ETHICAL REASONING, CLINICAL GOVERNANCE AND LEADERSHIP",OTU44007,OTU44007,0
PI7106,ETHICS,PI7106,PI7106,0
DF2033,ETHICS 1,DF2033,DF2033,0
DF3003,ETHICS 2,DF3003,DF3003,0
NU7005,ETHICS AND LAW IN HEALTH CARE AND SOCIAL CARE,NU7005,NU7005,0
HE4907,ETHICS AND POLITICS,HE4907,HE4907,0
HE490B,ETHICS AND POLITICS,HE490B,HE490B,0
SLU22009,ETHICS AND PROFESSIONAL STUDIES,SLU22009,SLU22009,0
LY1108,ETHICS AND SOCIETY IN CATHOLIC TRADITIONS,LY1108,LY1108,0
PS7091,ETHICS IN ABA,PS7091,PS7091,0
HE3204,ETHICS IN SPORT AND MEDIA,HE3204,HE3204,0
HE3204C,ETHICS IN SPORT AND MEDIA,HE3204C,HE3204C,0
BCRE30,ETHICS IN SPORT AND MEDIA ETHICS,BCRE30,BCRE30,0
HE1023,ETHICS IN SPORT AND MEDIA ETHICS,HE1023,HE1023,0
HE1023C,ETHICS IN SPORT AND MEDIA ETHICS,HE1023C,HE1023C,0
SL4008,"ETHICS, ADMINISTRATION AND REFLECTION ON PRACTICE",SL4008,SL4008,0
PI4051,"ETHICS, THE LIMITS OF MORALITY",PI4051,PI4051,0
PI4151,"ETHICS, THE LIMITS OF MORALITY",PI4151,PI4151,0
PI3019,"ETHICS, VIRTUES ANCIENT AND MODERN",PI3019,PI3019,0
PI319C,"ETHICS, VIRTUES ANCIENT AND MODERN",PI319C,PI319C,0
LA2346,EU LAW,LA2346,LA2346,0
EU7008,EURUSSIA RELATIONS,EU7008,EU7008,0
XSCH3337,EU GENERAL PAPER,XSCH3337,XSCH3337,0
LY3003,EUCHARISTIC THEOLOGY,LY3003,LY3003,0
MA2V2A,EUCLIDEAN AND NON EUCLIDEAN GEOMETRY MT ONLY,MA2V2A,MA2V2A,0
MA232A,EUCLIDEAN NONEUCLIDEAN GEOMETRY,MA232A,MA232A,0
MI3M05,EUKARYOTIC MOLECULAR BIOLOGY  GENETICS,MI3M05,MI3M05,0
MIU33005,EUKARYOTIC MOLECULAR BIOLOGY  GENETICS,MIU33005,MIU33005,0
GE3M09,EUKARYOTIC MOLECULAR GENETICS,GE3M09,GE3M09,0
GEU33002,EUKARYOTIC MOLECULAR GENETICS,GEU33002,GEU33002,0
HI1215,"EUROPE 12151517 RELIGION, DEATH AND CULTURE",HI1215,HI1215,0
HI1220,EUROPE 15001800 POWER AND CULTURE,HI1220,HI1220,0
EU7010,EUROPE AND ITS IDENTITIES,EU7010,EU7010,0
EU7000,EUROPE AND ITS OTHERS,EU7000,EU7000,0
HI2109,EUROPE C17001815 CULTURE AND POLITICS,HI2109,HI2109,0
HI2119,EUROPE SINCE 1914 CATACLYSM AND RENEWAL,HI2119,HI2119,0
FS2011,EUROPEAN CINEMA,FS2011,FS2011,0
EC3030,EUROPEAN ECONOMY,EC3030,EC3030,0
EC303B,EUROPEAN ECONOMY,EC303B,EC303B,0
EC303C,EUROPEAN ECONOMY,EC303C,EC303C,0
EC3130,EUROPEAN ECONOMY A,EC3130,EC3130,0
EC3131,EUROPEAN ECONOMY B,EC3131,EC3131,0
LA3436,EUROPEAN HUMAN RIGHTS,LA3436,LA3436,0
SS2783,EUROPEAN REFUGEE POLICY,SS2783,SS2783,0
BU7028,EUROPEAN RESIDENCY WEEK,BU7028,BU7028,0
SO2330,EUROPEAN SOCIETIES,SO2330,SO2330,0
PO3680,EUROPEAN UNION POLITICS,PO3680,PO3680,0
PO368B,EUROPEAN UNION POLITICS,PO368B,PO368B,0
PO368C,EUROPEAN UNION POLITICS,PO368C,PO368C,0
PO3180,EUROPEAN UNION POLITICS A,PO3180,PO3180,0
PO3181,EUROPEAN UNION POLITICS B,PO3181,PO3181,0
OT3013,EVALUATIVE PRACTICE,OT3013,OT3013,0
OT4032,EVALUATIVE PRACTICE BRINGING EVIDENCE TO PRACTICE,OT4032,OT4032,0
OTU44004,EVALUATIVE PRACTICE BRINGING EVIDENCE TO PRACTICE,OTU44004,OTU44004,0
SOUCD2,EVERYDAY NATIONHOOD IN COMPARATIVE PERSPECTIVE,SOUCD2,SOUCD2,0
LA3458,EVIDENCE,LA3458,LA3458,0
NU7910,EVIDENCE BASED APPROACHES TO ADOLESCENT HEALTH IN YOUNG PEOPLES NURSING,NU7910,NU7910,0
NU7911,"EVIDENCE BASED APPROACHES TO HEALTH, WELL BEING AND CARE IN CHILDRENS NURSING",NU7911,NU7911,0
DE5005,EVIDENCE BASED DENTISTRY,DE5005,DE5005,0
MD3006,EVIDENCE BASED MEDICINE AND ELECTIVE PRACTICE 1,MD3006,MD3006,0
MDU33004,Evidence Based Medicine and Elective Practice 1,MDU33004,MDU33004,0
NU7902,"EVIDENCE BASED NURSING CARE OF CHILDREN, YOUNG PEOPLE AND FAMILIES IN ILLNESS",NU7902,NU7902,0
DE2H005,EVIDENCE BASED PRACTICE,DE2H005,DE2H005,0
SLU33003,EVIDENCE BASED PRACTICE,SLU33003,SLU33003,0
CM1009,EVIDENCE BASED PRACTICE IN NUTRITION DIETETICS,CM1009,CM1009,0
CMU11001,EVIDENCE BASED PRACTICE IN NUTRITION DIETETICS,CMU11001,CMU11001,0
ZOU44092,EVIRONMENTAL IMPACT ASSESSMENT,ZOU44092,ZOU44092,0
BY2204,EVOLUTION,BY2204,BY2204,0
ZO4015,EVOLUTION,ZO4015,ZO4015,0
BYU22004,EVOLUTION,BYU22004,BYU22004,0
ZOU44015,EVOLUTION,ZOU44015,ZOU44015,0
MD1006,EVOLUTION AND LIFE,MD1006,MD1006,0
MDU11001,EVOLUTION AND LIFE,MDU11001,MDU11001,0
BOU44110,EVOLUTION OF PLANTS AND PLANT ATMOSPHERE INTERACTION,BOU44110,BOU44110,0
GE3M17,EVOLUTIONARY GENETICS,GE3M17,GE3M17,0
GEU33006,EVOLUTIONARY GENETICS,GEU33006,GEU33006,0
PS1205,EVOLUTIONARY PSYCHOLOGY,PS1205,PS1205,0
PS1A05,EVOLUTIONARY PSYCHOLOGY VS,PS1A05,PS1A05,0
PT3001,EXERCISE IN DISEASE PREVENTION AND PATIENT REHABILITATION,PT3001,PT3001,0
PT6003,EXERCISE IN THE PREVENTION AND TREATMENT OF DISEASE,PT6003,PT6003,0
PT2004,EXERCISE MEDICINE 1,PT2004,PT2004,0
PTU22007,EXERCISE MEDICINE 1,PTU22007,PTU22007,0
PT3002,EXERCISE MEDICINE II,PT3002,PT3002,0
PTU33008,EXERCISE MEDICINE II,PTU33008,PTU33008,0
PTU33011,EXERCISE MEDICINE II,PTU33011,PTU33011,0
PT3E02,EXERCISE MEDICINE II VS,PT3E02,PT3E02,0
PT6004,EXERCISE PRESCRIPTION FOR CLINICAL POPULATIONS,PT6004,PT6004,0
LI7898,EXPERIENCE CHINA,LI7898,LI7898,0
ZO3070,EXPERIMENTAL DESIGN AND ANALYSIS,ZO3070,ZO3070,0
ZOU33070,EXPERIMENTAL DESIGN AND ANALYSIS,ZOU33070,ZOU33070,0
MU7009,EXPERIMENTAL MUSIC THEATRE,MU7009,MU7009,0
PG7903,EXPERIMENTAL NEUROSCIENCE EXP,PG7903,PG7903,0
PG7912,EXPERIMENTAL RESEARCH SKILLS ERS,PG7912,PG7912,0
PY3P07,EXPERIMENTAL TECHNIQUES,PY3P07,PY3P07,0
PYU33P07,EXPERIMENTAL TECHNIQUES,PYU33P07,PYU33P07,0
PY3A07,EXPERIMENTAL TECHNIQUES FOR ASTROPHYSICS,PY3A07,PY3A07,0
PYU33A07,EXPERIMENTAL TECHNIQUES FOR ASTROPHYSICS,PYU33A07,PYU33A07,0
PM7013,EXPLORATORY AND CONFIRMATORY CLINICAL DEVELOPMENT,PM7013,PM7013,0
ET5121,EXPLORING ART RENAISSANCE TO MODERN,ET5121,ET5121,0
BU4522,EXPLORING ORGANISATIONAL EXPERIENCES,BU4522,BU4522,0
BU452B,EXPLORING ORGANISATIONAL EXPERIENCES,BU452B,BU452B,0
BU452C,EXPLORING ORGANISATIONAL EXPERIENCES,BU452C,BU452C,0
RUS512,EXPLORING SOVIET EMOTIONS,RUS512,RUS512,0
GG3039,EXPLORING THE SUSTAINABLE CITY,GG3039,GG3039,0
GG303C,EXPLORING THE SUSTAINABLE CITY,GG303C,GG303C,0
GGU33939,Exploring the Sustainable City,GGU33939,GGU33939,0
ET5102,EXPRESSIVE ARTS,ET5102,ET5102,0
ZO4040,EXTENDED ESSAY ZOOLOGY AND SOCIETY,ZO4040,ZO4040,0
EN2050,FABLES,EN2050,EN2050,0
EM7458,FACETO FACE ENCOUNTERS BETWEEN STUDENTS AND REFUGEES,EM7458,EM7458,0
NU7801,FACILITATING LEARNING IN THE PRACTICE ENVIRONMENT,NU7801,NU7801,0
NU7800,FACILITATING LEARNING IN THE PRACTICE ENVIRONMENT CHSE,NU7800,NU7800,0
NU2P07,FACILITATING PHYSICAL HEALTH AND WELLBEING IN MENTAL HEALTH,NU2P07,NU2P07,0
NUU22017,FACILITATING PHYSICAL HEALTH AND WELLBEING IN MENTAL HEALTH,NUU22017,NUU22017,0
SS340B,FAMILIES AND FAMILY POLICY,SS340B,SS340B,0
SS3400,FAMILIES AND FAMILY POLICY,SS3400,SS3400,0
SS3401,"FAMILIES, YOUTH AND SOCIETY CONTEMPORARY ISSUES",SS3401,SS3401,0
SS3351,"FAMILIES, YOUTH AND SOCIETY CONTEMPORARY ISSUES HT",SS3351,SS3351,0
SS3700,FAMILY AND CHILD CARE STUDIES,SS3700,SS3700,0
LA3485,FAMILY AND CHILD LAW,LA3485,LA3485,0
LA3459,FAMILY LAW,LA3459,LA3459,0
OR1D54,FAQ  CLINICAL ALLOCATIONS,OR1D54,OR1D54,0
FS4043,FEMALE DIRECTORS OF THE MIDDLE EAST,FS4043,FS4043,0
FSS034,FEMALE DIRECTORS OF THE MIDDLE EAST,FSS034,FSS034,0
LA3483,FEMINISM AND THE LAW,LA3483,LA3483,0
LA4018,FEMINIST CRIMINOLOGY,LA4018,LA4018,0
IR4378,FICSEAN GEARR II,IR4378,IR4378,0
IR3487,FICSEAN NA LINNE,IR3487,IR3487,0
BO3121,FIELD SKILLS IN PLANT AND ENVIRONMENT SCIENCE CANARY ISLANDS,BO3121,BO3121,0
BOU33121,FIELD SKILLS IN PLANT AND ENVIRONMENT SCIENCE CANARY ISLANDS,BOU33121,BOU33121,0
OR1444,FIELD TRIP MEETING,OR1444,OR1444,0
MA2314,"FIELDS, RINGS AND MODULES",MA2314,MA2314,0
MA2214,"FIELDS, RINGS AND MODULES",MA2214,MA2214,0
GL2299,FIELDWORK,GL2299,GL2299,0
GL4402,FIELDWORK,GL4402,GL4402,0
GLU44902,FIELDWORK,GLU44902,GLU44902,0
DP7011,FIELDWORK 1,DP7011,DP7011,0
DP8011,FIELDWORK 2,DP8011,DP8011,0
IR3489,FILOCHT AOGIN U RATHAILLE,IR3489,IR3489,0
IR3485,FILIOCHT CHOMHAIMSEARTHA I,IR3485,IR3485,0
IR4385,FILIOCHT CHOMHAIMSEARTHA II,IR4385,IR4385,0
IR3466,FILIOCHT NA FIANNAIOCHTA,IR3466,IR3466,0
FS7024,FILM MELODRAMA,FS7024,FS7024,0
MU3428,FILM MUSIC B,MU3428,MU3428,0
MU7022,FILM SCORING,MU7022,MU7022,0
BCFILM,FILM STUDIES,BCFILM,BCFILM,0
ET5203,FILM STUDIES,ET5203,ET5203,0
FS4028,FILM STYLE AND PERFORMANCE,FS4028,FS4028,0
FSS029,FILM STYLE AND PERFORMANCE,FSS029,FSS029,0
FS4042,FILM THEORY AND CRITICISM,FS4042,FS4042,0
FSS033,FILM THEORY AND CRITICISM,FSS033,FSS033,0
CS4091,Final Year Business Computing CS  Business,CS4091,CS4091,0
CS4105,FINAL YEAR PROJECT,CS4105,CS4105,0
CS4099,FINAL YEAR PROJECT,CS4099,CS4099,0
BU7651,"FINANCE, POLICY AND POLITICS",BU7651,BU7651,0
BU353C,FINANCIAL  ACCOUNTING,BU353C,BU353C,0
BU3530,FINANCIAL ACCOUNTING,BU3530,BU3530,0
BU353B,FINANCIAL ACCOUNTING,BU353B,BU353B,0
BU7111,FINANCIAL ACCOUNTING,BU7111,BU7111,0
BU7576,FINANCIAL ANALYSIS,BU7576,BU7576,0
BU2540,FINANCIAL ANALYSIS,BU2540,BU2540,0
MA5635,FINANCIAL APPLICATIONS,MA5635,MA5635,0
MA5635B,FINANCIAL APPLICATIONS,MA5635B,MA5635B,0
BU7510,FINANCIAL ECONOMETRICS,BU7510,BU7510,0
BU7112,FINANCIAL MANAGEMENT,BU7112,BU7112,0
BU7578,FINANCIAL MANAGEMENT,BU7578,BU7578,0
CO7105,FINANCIAL MANAGEMENT,CO7105,CO7105,0
BU7310,FINANCIAL MARKETS AND INSTITUTIONS,BU7310,BU7310,0
BU4541,FINANCIAL MARKETS AND THE CORPORATE SECTOR,BU4541,BU4541,0
BU7313,FINANCIAL MODELLING AND SCENARIO ANALYSIS,BU7313,BU7313,0
BU7314,FINANCIAL REGULATION AND GOVERNANCE,BU7314,BU7314,0
BU7117,FINANCIAL REPORTING,BU7117,BU7117,0
BU4530,FINANCIAL REPORTING  ANALYSIS,BU4530,BU4530,0
BU453B,FINANCIAL REPORTING  ANALYSIS,BU453B,BU453B,0
BU453C,FINANCIAL REPORTING  ANALYSIS,BU453C,BU453C,0
LA3484,FINANCIAL SERVICES LAW,LA3484,LA3484,0
BU7066,FINANCIAL STATEMENT ANALYSIS,BU7066,BU7066,0
BU7015,FINANCIAL STATEMENT ANALYSIS,BU7015,BU7015,0
CEFS01,FIRE SAFETY ENGINEERING,CEFS01,CEFS01,0
CEFS02,FIRE SAFETY LEGISLATION AND REGULATIONS,CEFS02,CEFS02,0
CHU34R11,FIRST 10CREDIT RESEARCH PROJECT PERIOD,CHU34R11,CHU34R11,0
CHU34R05,FIRST 5CREDIT RESEARCH PROJECT PERIOD,CHU34R05,CHU34R05,0
DE3001,FIXED AND REMOVABLE PROSTHODONTICS,DE3001,DE3001,0
DE1O07,FIXED ORTHODONTIC APPLIANCES,DE1O07,DE1O07,0
MA3486,FIXED POINT THEOREMS ECONOMIC EQUILIBRIA,MA3486,MA3486,0
DETEC201,FIXED PROSTHODONTIC TECHNOLOGY,DETEC201,DETEC201,0
DETEC301,FIXED PROSTHODONTICS,DETEC301,DETEC301,0
DETEC101,FIXED PROSTHODONTICS AND OCCLUSION  FUNCTION,DETEC101,DETEC101,0
PG3200,FLUIDS HEAT  METABOLISM,PG3200,PG3200,0
PGU33007,FLUIDS HEAT  METABOLISM,PGU33007,PGU33007,0
LA3437,FOOD LAW,LA3437,LA3437,0
CM1700,FOOD STUDIES,CM1700,CM1700,0
ST3010,FORECASTING,ST3010,ST3010,0
BU7122,FORENSIC ACCOUNTING,BU7122,BU7122,0
PS3431,FORENSIC PSYCHOLOGY,PS3431,PS3431,0
PS3A31,FORENSIC PSYCHOLOGY,PS3A31,PS3A31,0
PG7901,FORM AND FUNCTION OF NERVOUS SYSTEM FNF,PG7901,PG7901,0
LI7872,FORMAL FOUNDATIONS OF LINGUISTIC THEORIES,LI7872,LI7872,0
CS4004,FORMAL VERIFICATION,CS4004,CS4004,0
CS4504,FORMAL VERIFICATION,CS4504,CS4504,0
PH2004,FORMULATION  PHARMACEUTICAL TECHNOLOGY,PH2004,PH2004,0
PHU22104,FORMULATION AND PHARMACEUTICAL TECHNOLOGY,PHU22104,PHU22104,0
PH7109,FORMULATION DEVELOPMENT AND EVALUATION,PH7109,PH7109,0
SLU11001,FOUNDATION CLINICAL STUDIES,SLU11001,SLU11001,0
MNU11001,FOUNDATION IN CHILDRENS NURSING PRACTICE,MNU11001,MNU11001,0
PY1F01,FOUNDATION PHYSICS FOR EARTH AND LIFE SCIENCES,PY1F01,PY1F01,0
PYU11F10,FOUNDATION PHYSICS FOR EARTH AND LIFE SCIENCES,PYU11F10,PYU11F10,0
PYU11F20,FOUNDATION PHYSICS FOR EARTH AND LIFE SCIENCES,PYU11F20,PYU11F20,0
MW1101,FOUNDATION SKILLS FOR MIDWIFERY PRACTICE,MW1101,MW1101,0
MW7001,FOUNDATION SKILLS FOR MIDWIFERY PRACTICE,MW7001,MW7001,0
PS2008,FOUNDATIONAL TEXTS IN PSYCHOLOGY,PS2008,PS2008,0
MNU11013,FOUNDATIONS FOR PROFESSIONAL PRACTICE,MNU11013,MNU11013,0
SS7016,FOUNDATIONS FOR SOCIAL WORK ACROSS THE LIFESPAN,SS7016,SS7016,0
LY1104,FOUNDATIONS FOR THEOLOGICAL ETHICS,LY1104,LY1104,0
BCPS4,FOUNDATIONS IN PSYCHOLOGY,BCPS4,BCPS4,0
EM7450,FOUNDATIONS OF CONFLICT RESOLUTION RESEARCH,EM7450,EM7450,0
NU2G05,FOUNDATIONS OF DISEASE AND PHARMACOLOGICAL INTERVENTION,NU2G05,NU2G05,0
OT2032,FOUNDATIONS OF DISEASE AND PHARMACOLOGICAL INTERVENTION,OT2032,OT2032,0
NUU22014,FOUNDATIONS OF DISEASE AND PHARMACOLOGICAL INTERVENTION,NUU22014,NUU22014,0
OTU22009,FOUNDATIONS OF DISEASE AND PHARMACOLOGICAL INTERVENTION,OTU22009,OTU22009,0
LA1023,FOUNDATIONS OF LAW,LA1023,LA1023,0
OR1403,FOUNDATIONS OF LAW  IT INDUCTION,OR1403,OR1403,0
NU1S07,FOUNDATIONS OF NURSING,NU1S07,NU1S07,0
MNU11002,FOUNDATIONS OF PERSON CENTRED INTELLECTUAL DISABILITY NURSING PRACTICE,MNU11002,MNU11002,0
MN1D01SA,FOUNDATIONS OF PERSON CENTRED INTELLECTUAL DISABILITY NURSING PRACTICE,MN1D01SA,MN1D01SA,0
PS1232,FOUNDATIONS OF PSYCHOLOGICAL THOUGHT APPLICATION,PS1232,PS1232,0
PS1A32,FOUNDATIONS OF PSYCHOLOGICAL THOUGHT APPLICATION VS,PS1A32,PS1A32,0
PS1214,FOUNDATIONS OF PSYCHOLOGY,PS1214,PS1214,0
PS1A14,FOUNDATIONS OF PSYCHOLOGY VS,PS1A14,PS1A14,0
MA22S3,FOURIER ANALYSIS FOR SCIENCE,MA22S3,MA22S3,0
MAU22S03,FOURIER ANALYSIS FOR SCIENCE,MAU22S03,MAU22S03,0
MA2VS3,FOURIER ANALYSIS FOR SCIENCE MT ONLY,MA2VS3,MA2VS3,0
CHU34R14,FOURTH 10CREDIT RESEARCH PROJECT PERIOD,CHU34R14,CHU34R14,0
XSCH3201,FR FRENCH BUSINESS ENVIRONMENT,XSCH3201,XSCH3201,0
XSCH3015,FR FRENCH COURSE WORK,XSCH3015,XSCH3015,0
XSCH3016,FR FRENCH LANGUAGE COMPETENCE,XSCH3016,XSCH3016,0
XSCH3069,FR FRENCH LANGUAGE COMPETENCE FOR BSL,XSCH3069,XSCH3069,0
XSCH3380,FR FRENCH LANGUAGE COMPETENCE FOR MEELC,XSCH3380,XSCH3380,0
NU3D04,FRAMEWORKS FOR INTELLECTUAL DISABILITY PRACTICE 2,NU3D04,NU3D04,0
NUU33002,FRAMEWORKS FOR INTELLECTUAL DISABILITY PRACTICE 2,NUU33002,NUU33002,0
NU2D04,FRAMEWORKS FOR INTELLECTUAL DISABILITY POLICY AND PRACTICE PERSPECTIVES,NU2D04,NU2D04,0
NUU22004,FRAMEWORKS FOR INTELLECTUAL DISABILITY POLICY AND PRACTICE PERSPECTIVES,NUU22004,NUU22004,0
FR1018,FRENCH AND FRANCOPHONE CULTURES HT,FR1018,FR1018,0
FR1019,FRENCH AND FRANCOPHONE CULTURES MT,FR1019,FR1019,0
FR4052,FRENCH BSL CASE WRITING AND ANALYSIS PROJECT,FR4052,FR4052,0
FR4048,FRENCH CINEMA PERSPECTIVES,FR4048,FR4048,0
LA1207,FRENCH CIVIL LAW I,LA1207,LA1207,0
LA1208,FRENCH CIVIL LAW II,LA1208,LA1208,0
LA1022,FRENCH CONSTITUTIONAL HISTORY AND THEORY,LA1022,LA1022,0
LA1021,FRENCH CONSTITUTIONAL LAW FIFTH REPUBLIC,LA1021,LA1021,0
LA2044,FRENCH FAMILY LAW,LA2044,LA2044,0
LIFR03,FRENCH FOR BEGINNERS I,LIFR03,LIFR03,0
